id,year,state_name,state_code,cause,gender,number_of_deaths,severity_level,risk_category,decade,age_group
4262,2019,Jammu And Kashmir,1,Illness (Cancer),Transgender,0.0,Low,Health,2010s,60+
4263,2019,Jammu And Kashmir,1,Illness (Insanity/Mental Illness),Female,3.0,Low,Mental Health,2010s,60+
4264,2019,Jammu And Kashmir,1,Illness (Insanity/Mental Illness),Male,3.0,Low,Mental Health,2010s,60+
4265,2019,Jammu And Kashmir,1,Illness (Insanity/Mental Illness),Transgender,0.0,Low,Mental Health,2010s,60+
4266,2019,Jammu And Kashmir,1,Illness (Other Prolonged Illness),Female,2.0,Low,Health,2010s,60+
4267,2019,Jammu And Kashmir,1,Illness (Other Prolonged Illness),Male,8.0,Low,Health,2010s,60+
4268,2019,Jammu And Kashmir,1,Illness (Other Prolonged Illness),Transgender,0.0,Low,Health,2010s,60+
4269,2019,Jammu And Kashmir,1,Illness (Paralysis),Female,0.0,Low,Health,2010s,60+
4270,2019,Jammu And Kashmir,1,Illness (Paralysis),Male,0.0,Low,Health,2010s,60+
4271,2019,Jammu And Kashmir,1,Illness (Paralysis),Transgender,0.0,Low,Health,2010s,60+
4272,2019,Jammu And Kashmir,1,Illness (Total),Female,5.0,Low,Health,2010s,60+
4273,2019,Jammu And Kashmir,1,Illness (Total),Male,11.0,Low,Health,2010s,60+
4274,2019,Jammu And Kashmir,1,Illness (Total),Transgender,0.0,Low,Health,2010s,60+
4275,2019,Jammu And Kashmir,1,Impotency/Infertility,Female,0.0,Low,Health,2010s,45-59
4276,2019,Jammu And Kashmir,1,Impotency/Infertility,Male,0.0,Low,Health,2010s,45-59
4277,2019,Jammu And Kashmir,1,Impotency/Infertility,Transgender,0.0,Low,Health,2010s,45-59
4278,2019,Jammu And Kashmir,1,Love Affairs,Female,14.0,Low,Social,2010s,15-24
4279,2019,Jammu And Kashmir,1,Love Affairs,Male,5.0,Low,Social,2010s,15-24
4280,2019,Jammu And Kashmir,1,Love Affairs,Transgender,0.0,Low,Social,2010s,15-24
4281,2019,Jammu And Kashmir,1,Marriage Related Issues (Divorce),Female,2.0,Low,Social,2010s,25-44
4282,2019,Jammu And Kashmir,1,Marriage Related Issues (Divorce),Male,0.0,Low,Social,2010s,25-44
4283,2019,Jammu And Kashmir,1,Marriage Related Issues (Divorce),Transgender,0.0,Low,Social,2010s,25-44
4284,2019,Jammu And Kashmir,1,Marriage Related Issues (Dowry Related Issues),Female,0.0,Low,Social,2010s,25-44
4285,2019,Jammu And Kashmir,1,Marriage Related Issues (Dowry Related Issues),Male,0.0,Low,Social,2010s,25-44
4286,2019,Jammu And Kashmir,1,Marriage Related Issues (Dowry Related Issues),Transgender,0.0,Low,Social,2010s,25-44
4287,2019,Jammu And Kashmir,1,Marriage Related Issues (Extra Marital Affairs),Female,0.0,Low,Social,2010s,25-44
4288,2019,Jammu And Kashmir,1,Marriage Related Issues (Extra Marital Affairs),Male,0.0,Low,Social,2010s,25-44
4289,2019,Jammu And Kashmir,1,Marriage Related Issues (Extra Marital Affairs),Transgender,0.0,Low,Social,2010s,25-44
4290,2019,Jammu And Kashmir,1,Marriage Related Issues (Non-Settlement Of Marriage),Female,4.0,Low,Social,2010s,25-44
4291,2019,Jammu And Kashmir,1,Marriage Related Issues (Non-Settlement Of Marriage),Male,4.0,Low,Social,2010s,25-44
4292,2019,Jammu And Kashmir,1,Marriage Related Issues (Non-Settlement Of Marriage),Transgender,0.0,Low,Social,2010s,25-44
4293,2019,Jammu And Kashmir,1,Marriage Related Issues (Others),Female,3.0,Low,Social,2010s,25-44
4294,2019,Jammu And Kashmir,1,Marriage Related Issues (Others),Male,0.0,Low,Social,2010s,25-44
4295,2019,Jammu And Kashmir,1,Marriage Related Issues (Others),Transgender,0.0,Low,Social,2010s,25-44
4296,2019,Jammu And Kashmir,1,Marriage Related Issues (Total),Female,9.0,Low,Social,2010s,25-44
4297,2019,Jammu And Kashmir,1,Marriage Related Issues (Total),Male,4.0,Low,Social,2010s,25-44
4298,2019,Jammu And Kashmir,1,Marriage Related Issues (Total),Transgender,0.0,Low,Social,2010s,25-44
4299,2019,Jammu And Kashmir,1,Other Causes,Female,11.0,Low,Psychological,2010s,25-44
4300,2019,Jammu And Kashmir,1,Other Causes,Male,21.0,Low,Psychological,2010s,25-44
4301,2019,Jammu And Kashmir,1,Other Causes,Transgender,0.0,Low,Psychological,2010s,25-44
4302,2019,Jammu And Kashmir,1,"Physical Abuse (Rape, Etc.)",Female,0.0,Low,Crime,2010s,18-29
4303,2019,Jammu And Kashmir,1,"Physical Abuse (Rape, Etc.)",Male,0.0,Low,Crime,2010s,18-29
4304,2019,Jammu And Kashmir,1,"Physical Abuse (Rape, Etc.)",Transgender,0.0,Low,Crime,2010s,18-29
4305,2019,Jammu And Kashmir,1,Poverty,Female,3.0,Low,Financial,2010s,45-59
4306,2019,Jammu And Kashmir,1,Poverty,Male,1.0,Low,Financial,2010s,45-59
4307,2019,Jammu And Kashmir,1,Poverty,Transgender,0.0,Low,Financial,2010s,45-59
4308,2019,Jammu And Kashmir,1,Professional/Career Problem,Female,1.0,Low,Financial,2010s,25-44
4309,2019,Jammu And Kashmir,1,Professional/Career Problem,Male,0.0,Low,Financial,2010s,25-44
4310,2019,Jammu And Kashmir,1,Professional/Career Problem,Transgender,0.0,Low,Financial,2010s,25-44
4311,2019,Jammu And Kashmir,1,Property Dispute,Female,6.0,Low,Financial,2010s,45-59
4312,2019,Jammu And Kashmir,1,Property Dispute,Male,6.0,Low,Financial,2010s,45-59
4313,2019,Jammu And Kashmir,1,Property Dispute,Transgender,0.0,Low,Financial,2010s,45-59
4314,2019,Jammu And Kashmir,1,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Female,0.0,Low,Social,2010s,25-44
4315,2019,Jammu And Kashmir,1,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Male,0.0,Low,Social,2010s,25-44
4316,2019,Jammu And Kashmir,1,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Transgender,0.0,Low,Social,2010s,25-44
4317,2019,Jammu And Kashmir,1,Unemployment,Female,18.0,Low,Financial,2010s,25-44
4318,2019,Jammu And Kashmir,1,Unemployment,Male,22.0,Low,Financial,2010s,25-44
4319,2019,Jammu And Kashmir,1,Unemployment,Transgender,0.0,Low,Financial,2010s,25-44
4320,2019,Jharkhand,20,Bankruptcy Or Indebtedness,Female,2.0,Low,Financial,2010s,45-59
4321,2019,Jharkhand,20,Bankruptcy Or Indebtedness,Male,11.0,Low,Financial,2010s,45-59
4322,2019,Jharkhand,20,Bankruptcy Or Indebtedness,Transgender,0.0,Low,Financial,2010s,45-59
4323,2019,Jharkhand,20,Causes Not Known,Female,3.0,Low,Psychological,2010s,25-44
4324,2019,Jharkhand,20,Causes Not Known,Male,31.0,Low,Psychological,2010s,25-44
4325,2019,Jharkhand,20,Causes Not Known,Transgender,0.0,Low,Psychological,2010s,25-44
4326,2019,Jharkhand,20,Death Of Dear Person,Female,7.0,Low,Social,2010s,45-59
4327,2019,Jharkhand,20,Death Of Dear Person,Male,32.0,Low,Social,2010s,45-59
4328,2019,Jharkhand,20,Death Of Dear Person,Transgender,0.0,Low,Social,2010s,45-59
4329,2019,Jharkhand,20,Drug Abuse/Alcoholic Addiction,Female,8.0,Low,Health,2010s,18-29
4330,2019,Jharkhand,20,Drug Abuse/Alcoholic Addiction,Male,41.0,Low,Health,2010s,18-29
4331,2019,Jharkhand,20,Drug Abuse/Alcoholic Addiction,Transgender,0.0,Low,Health,2010s,18-29
4332,2019,Jharkhand,20,Failure In Examination,Female,83.0,Low,Educational,2010s,15-24
4333,2019,Jharkhand,20,Failure In Examination,Male,196.0,Medium,Educational,2010s,15-24
4334,2019,Jharkhand,20,Failure In Examination,Transgender,0.0,Low,Educational,2010s,15-24
4335,2019,Jharkhand,20,Fall In Social Reputation,Female,17.0,Low,Social,2010s,18-29
4336,2019,Jharkhand,20,Fall In Social Reputation,Male,16.0,Low,Social,2010s,18-29
4337,2019,Jharkhand,20,Fall In Social Reputation,Transgender,0.0,Low,Social,2010s,18-29
4338,2019,Jharkhand,20,Family Problems,Female,70.0,Low,Social,2010s,25-44
4339,2019,Jharkhand,20,Family Problems,Male,114.0,Medium,Social,2010s,25-44
4340,2019,Jharkhand,20,Family Problems,Transgender,0.0,Low,Social,2010s,25-44
4341,2019,Jharkhand,20,Ideological Causes/Hero Worshipping,Female,0.0,Low,Psychological,2010s,18-29
4342,2019,Jharkhand,20,Ideological Causes/Hero Worshipping,Male,2.0,Low,Psychological,2010s,18-29
4343,2019,Jharkhand,20,Ideological Causes/Hero Worshipping,Transgender,0.0,Low,Psychological,2010s,18-29
4344,2019,Jharkhand,20,Illegitimate Pregnancy (Other Than Extra Marital Affairs),Female,0.0,Low,Relationship,2010s,18-29
4345,2019,Jharkhand,20,Illegitimate Pregnancy (Other Than Extra Marital Affairs),Male,0.0,Low,Relationship,2010s,18-29
4346,2019,Jharkhand,20,Illegitimate Pregnancy (Other Than Extra Marital Affairs),Transgender,0.0,Low,Relationship,2010s,18-29
4347,2019,Jharkhand,20,Illness (Aids/Std),Female,0.0,Low,Health,2010s,60+
4348,2019,Jharkhand,20,Illness (Aids/Std),Male,2.0,Low,Health,2010s,60+
4349,2019,Jharkhand,20,Illness (Aids/Std),Transgender,0.0,Low,Health,2010s,60+
4350,2019,Jharkhand,20,Illness (Cancer),Female,10.0,Low,Health,2010s,60+
4351,2019,Jharkhand,20,Illness (Cancer),Male,7.0,Low,Health,2010s,60+
4352,2019,Jharkhand,20,Illness (Cancer),Transgender,0.0,Low,Health,2010s,60+
4353,2019,Jharkhand,20,Illness (Insanity/Mental Illness),Female,16.0,Low,Mental Health,2010s,60+
4354,2019,Jharkhand,20,Illness (Insanity/Mental Illness),Male,93.0,Low,Mental Health,2010s,60+
4355,2019,Jharkhand,20,Illness (Insanity/Mental Illness),Transgender,0.0,Low,Mental Health,2010s,60+
4356,2019,Jharkhand,20,Illness (Other Prolonged Illness),Female,0.0,Low,Health,2010s,60+
4357,2019,Jharkhand,20,Illness (Other Prolonged Illness),Male,0.0,Low,Health,2010s,60+
4358,2019,Jharkhand,20,Illness (Other Prolonged Illness),Transgender,0.0,Low,Health,2010s,60+
4359,2019,Jharkhand,20,Illness (Paralysis),Female,6.0,Low,Health,2010s,60+
4360,2019,Jharkhand,20,Illness (Paralysis),Male,9.0,Low,Health,2010s,60+
4361,2019,Jharkhand,20,Illness (Paralysis),Transgender,0.0,Low,Health,2010s,60+
4362,2019,Jharkhand,20,Illness (Total),Female,32.0,Low,Health,2010s,60+
4363,2019,Jharkhand,20,Illness (Total),Male,111.0,Medium,Health,2010s,60+
4364,2019,Jharkhand,20,Illness (Total),Transgender,0.0,Low,Health,2010s,60+
4365,2019,Jharkhand,20,Impotency/Infertility,Female,12.0,Low,Health,2010s,45-59
4366,2019,Jharkhand,20,Impotency/Infertility,Male,24.0,Low,Health,2010s,45-59
4367,2019,Jharkhand,20,Impotency/Infertility,Transgender,0.0,Low,Health,2010s,45-59
4368,2019,Jharkhand,20,Love Affairs,Female,121.0,Medium,Social,2010s,15-24
4369,2019,Jharkhand,20,Love Affairs,Male,146.0,Medium,Social,2010s,15-24
4370,2019,Jharkhand,20,Love Affairs,Transgender,0.0,Low,Social,2010s,15-24
4371,2019,Jharkhand,20,Marriage Related Issues (Divorce),Female,10.0,Low,Social,2010s,25-44
4372,2019,Jharkhand,20,Marriage Related Issues (Divorce),Male,10.0,Low,Social,2010s,25-44
4373,2019,Jharkhand,20,Marriage Related Issues (Divorce),Transgender,0.0,Low,Social,2010s,25-44
4374,2019,Jharkhand,20,Marriage Related Issues (Dowry Related Issues),Female,17.0,Low,Social,2010s,25-44
4375,2019,Jharkhand,20,Marriage Related Issues (Dowry Related Issues),Male,5.0,Low,Social,2010s,25-44
4376,2019,Jharkhand,20,Marriage Related Issues (Dowry Related Issues),Transgender,0.0,Low,Social,2010s,25-44
4377,2019,Jharkhand,20,Marriage Related Issues (Extra Marital Affairs),Female,21.0,Low,Social,2010s,25-44
4378,2019,Jharkhand,20,Marriage Related Issues (Extra Marital Affairs),Male,35.0,Low,Social,2010s,25-44
4379,2019,Jharkhand,20,Marriage Related Issues (Extra Marital Affairs),Transgender,0.0,Low,Social,2010s,25-44
4380,2019,Jharkhand,20,Marriage Related Issues (Non-Settlement Of Marriage),Female,25.0,Low,Social,2010s,25-44
4381,2019,Jharkhand,20,Marriage Related Issues (Non-Settlement Of Marriage),Male,12.0,Low,Social,2010s,25-44
4382,2019,Jharkhand,20,Marriage Related Issues (Non-Settlement Of Marriage),Transgender,0.0,Low,Social,2010s,25-44
4383,2019,Jharkhand,20,Marriage Related Issues (Others),Female,0.0,Low,Social,2010s,25-44
4384,2019,Jharkhand,20,Marriage Related Issues (Others),Male,0.0,Low,Social,2010s,25-44
4385,2019,Jharkhand,20,Marriage Related Issues (Others),Transgender,0.0,Low,Social,2010s,25-44
4386,2019,Jharkhand,20,Marriage Related Issues (Total),Female,73.0,Low,Social,2010s,25-44
4387,2019,Jharkhand,20,Marriage Related Issues (Total),Male,62.0,Low,Social,2010s,25-44
4388,2019,Jharkhand,20,Marriage Related Issues (Total),Transgender,0.0,Low,Social,2010s,25-44
4389,2019,Jharkhand,20,Other Causes,Female,2.0,Low,Psychological,2010s,25-44
4390,2019,Jharkhand,20,Other Causes,Male,11.0,Low,Psychological,2010s,25-44
4391,2019,Jharkhand,20,Other Causes,Transgender,0.0,Low,Psychological,2010s,25-44
4392,2019,Jharkhand,20,"Physical Abuse (Rape, Etc.)",Female,8.0,Low,Crime,2010s,18-29
4393,2019,Jharkhand,20,"Physical Abuse (Rape, Etc.)",Male,4.0,Low,Crime,2010s,18-29
4394,2019,Jharkhand,20,"Physical Abuse (Rape, Etc.)",Transgender,0.0,Low,Crime,2010s,18-29
4395,2019,Jharkhand,20,Poverty,Female,11.0,Low,Financial,2010s,45-59
4396,2019,Jharkhand,20,Poverty,Male,13.0,Low,Financial,2010s,45-59
4397,2019,Jharkhand,20,Poverty,Transgender,0.0,Low,Financial,2010s,45-59
4398,2019,Jharkhand,20,Professional/Career Problem,Female,1.0,Low,Financial,2010s,25-44
4399,2019,Jharkhand,20,Professional/Career Problem,Male,27.0,Low,Financial,2010s,25-44
4400,2019,Jharkhand,20,Professional/Career Problem,Transgender,0.0,Low,Financial,2010s,25-44
4401,2019,Jharkhand,20,Property Dispute,Female,8.0,Low,Financial,2010s,45-59
4402,2019,Jharkhand,20,Property Dispute,Male,35.0,Low,Financial,2010s,45-59
4403,2019,Jharkhand,20,Property Dispute,Transgender,0.0,Low,Financial,2010s,45-59
4404,2019,Jharkhand,20,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Female,36.0,Low,Social,2010s,25-44
4405,2019,Jharkhand,20,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Male,44.0,Low,Social,2010s,25-44
4406,2019,Jharkhand,20,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Transgender,0.0,Low,Social,2010s,25-44
4407,2019,Jharkhand,20,Unemployment,Female,86.0,Low,Financial,2010s,25-44
4408,2019,Jharkhand,20,Unemployment,Male,146.0,Medium,Financial,2010s,25-44
4409,2019,Jharkhand,20,Unemployment,Transgender,0.0,Low,Financial,2010s,25-44
4410,2019,Karnataka,29,Bankruptcy Or Indebtedness,Female,83.0,Low,Financial,2010s,45-59
4411,2019,Karnataka,29,Bankruptcy Or Indebtedness,Male,1349.0,High,Financial,2010s,45-59
4412,2019,Karnataka,29,Bankruptcy Or Indebtedness,Transgender,0.0,Low,Financial,2010s,45-59
4413,2019,Karnataka,29,Causes Not Known,Female,102.0,Medium,Psychological,2010s,25-44
4414,2019,Karnataka,29,Causes Not Known,Male,378.0,Medium,Psychological,2010s,25-44
4415,2019,Karnataka,29,Causes Not Known,Transgender,0.0,Low,Psychological,2010s,25-44
4416,2019,Karnataka,29,Death Of Dear Person,Female,33.0,Low,Social,2010s,45-59
4417,2019,Karnataka,29,Death Of Dear Person,Male,50.0,Low,Social,2010s,45-59
4418,2019,Karnataka,29,Death Of Dear Person,Transgender,0.0,Low,Social,2010s,45-59
4419,2019,Karnataka,29,Drug Abuse/Alcoholic Addiction,Female,23.0,Low,Health,2010s,18-29
4420,2019,Karnataka,29,Drug Abuse/Alcoholic Addiction,Male,1110.0,High,Health,2010s,18-29
4421,2019,Karnataka,29,Drug Abuse/Alcoholic Addiction,Transgender,0.0,Low,Health,2010s,18-29
4422,2019,Karnataka,29,Failure In Examination,Female,84.0,Low,Educational,2010s,15-24
4423,2019,Karnataka,29,Failure In Examination,Male,115.0,Medium,Educational,2010s,15-24
4424,2019,Karnataka,29,Failure In Examination,Transgender,0.0,Low,Educational,2010s,15-24
4425,2019,Karnataka,29,Fall In Social Reputation,Female,6.0,Low,Social,2010s,18-29
4426,2019,Karnataka,29,Fall In Social Reputation,Male,24.0,Low,Social,2010s,18-29
4427,2019,Karnataka,29,Fall In Social Reputation,Transgender,0.0,Low,Social,2010s,18-29
4428,2019,Karnataka,29,Family Problems,Female,676.0,High,Social,2010s,25-44
4429,2019,Karnataka,29,Family Problems,Male,1257.0,High,Social,2010s,25-44
4430,2019,Karnataka,29,Family Problems,Transgender,0.0,Low,Social,2010s,25-44
4431,2019,Karnataka,29,Ideological Causes/Hero Worshipping,Female,0.0,Low,Psychological,2010s,18-29
4432,2019,Karnataka,29,Ideological Causes/Hero Worshipping,Male,1.0,Low,Psychological,2010s,18-29
4433,2019,Karnataka,29,Ideological Causes/Hero Worshipping,Transgender,0.0,Low,Psychological,2010s,18-29
4434,2019,Karnataka,29,Illegitimate Pregnancy (Other Than Extra Marital Affairs),Female,0.0,Low,Relationship,2010s,18-29
4435,2019,Karnataka,29,Illegitimate Pregnancy (Other Than Extra Marital Affairs),Male,0.0,Low,Relationship,2010s,18-29
4436,2019,Karnataka,29,Illegitimate Pregnancy (Other Than Extra Marital Affairs),Transgender,0.0,Low,Relationship,2010s,18-29
4437,2019,Karnataka,29,Illness (Aids/Std),Female,5.0,Low,Health,2010s,60+
4438,2019,Karnataka,29,Illness (Aids/Std),Male,31.0,Low,Health,2010s,60+
4439,2019,Karnataka,29,Illness (Aids/Std),Transgender,0.0,Low,Health,2010s,60+
4440,2019,Karnataka,29,Illness (Cancer),Female,34.0,Low,Health,2010s,60+
4441,2019,Karnataka,29,Illness (Cancer),Male,67.0,Low,Health,2010s,60+
4442,2019,Karnataka,29,Illness (Cancer),Transgender,0.0,Low,Health,2010s,60+
4443,2019,Karnataka,29,Illness (Insanity/Mental Illness),Female,345.0,Medium,Mental Health,2010s,60+
4444,2019,Karnataka,29,Illness (Insanity/Mental Illness),Male,768.0,High,Mental Health,2010s,60+
4445,2019,Karnataka,29,Illness (Insanity/Mental Illness),Transgender,1.0,Low,Mental Health,2010s,60+
4446,2019,Karnataka,29,Illness (Other Prolonged Illness),Female,573.0,High,Health,2010s,60+
4447,2019,Karnataka,29,Illness (Other Prolonged Illness),Male,1233.0,High,Health,2010s,60+
4448,2019,Karnataka,29,Illness (Other Prolonged Illness),Transgender,1.0,Low,Health,2010s,60+
4449,2019,Karnataka,29,Illness (Paralysis),Female,29.0,Low,Health,2010s,60+
4450,2019,Karnataka,29,Illness (Paralysis),Male,79.0,Low,Health,2010s,60+
4451,2019,Karnataka,29,Illness (Paralysis),Transgender,0.0,Low,Health,2010s,60+
4452,2019,Karnataka,29,Illness (Total),Female,986.0,High,Health,2010s,60+
4453,2019,Karnataka,29,Illness (Total),Male,2178.0,High,Health,2010s,60+
4454,2019,Karnataka,29,Illness (Total),Transgender,2.0,Low,Health,2010s,60+
4455,2019,Karnataka,29,Impotency/Infertility,Female,34.0,Low,Health,2010s,45-59
4456,2019,Karnataka,29,Impotency/Infertility,Male,23.0,Low,Health,2010s,45-59
4457,2019,Karnataka,29,Impotency/Infertility,Transgender,0.0,Low,Health,2010s,45-59
4458,2019,Karnataka,29,Love Affairs,Female,157.0,Medium,Social,2010s,15-24
4459,2019,Karnataka,29,Love Affairs,Male,310.0,Medium,Social,2010s,15-24
4460,2019,Karnataka,29,Love Affairs,Transgender,0.0,Low,Social,2010s,15-24
4461,2019,Karnataka,29,Marriage Related Issues (Divorce),Female,38.0,Low,Social,2010s,25-44
4462,2019,Karnataka,29,Marriage Related Issues (Divorce),Male,17.0,Low,Social,2010s,25-44
4463,2019,Karnataka,29,Marriage Related Issues (Divorce),Transgender,0.0,Low,Social,2010s,25-44
4464,2019,Karnataka,29,Marriage Related Issues (Dowry Related Issues),Female,49.0,Low,Social,2010s,25-44
4465,2019,Karnataka,29,Marriage Related Issues (Dowry Related Issues),Male,2.0,Low,Social,2010s,25-44
4466,2019,Karnataka,29,Marriage Related Issues (Dowry Related Issues),Transgender,0.0,Low,Social,2010s,25-44
4467,2019,Karnataka,29,Marriage Related Issues (Extra Marital Affairs),Female,25.0,Low,Social,2010s,25-44
4468,2019,Karnataka,29,Marriage Related Issues (Extra Marital Affairs),Male,60.0,Low,Social,2010s,25-44
4469,2019,Karnataka,29,Marriage Related Issues (Extra Marital Affairs),Transgender,0.0,Low,Social,2010s,25-44
4470,2019,Karnataka,29,Marriage Related Issues (Non-Settlement Of Marriage),Female,135.0,Medium,Social,2010s,25-44
4471,2019,Karnataka,29,Marriage Related Issues (Non-Settlement Of Marriage),Male,165.0,Medium,Social,2010s,25-44
4472,2019,Karnataka,29,Marriage Related Issues (Non-Settlement Of Marriage),Transgender,0.0,Low,Social,2010s,25-44
4473,2019,Karnataka,29,Marriage Related Issues (Others),Female,37.0,Low,Social,2010s,25-44
4474,2019,Karnataka,29,Marriage Related Issues (Others),Male,38.0,Low,Social,2010s,25-44
4475,2019,Karnataka,29,Marriage Related Issues (Others),Transgender,0.0,Low,Social,2010s,25-44
4476,2019,Karnataka,29,Marriage Related Issues (Total),Female,284.0,Medium,Social,2010s,25-44
4477,2019,Karnataka,29,Marriage Related Issues (Total),Male,282.0,Medium,Social,2010s,25-44
4478,2019,Karnataka,29,Marriage Related Issues (Total),Transgender,0.0,Low,Social,2010s,25-44
4479,2019,Karnataka,29,Other Causes,Female,276.0,Medium,Psychological,2010s,25-44
4480,2019,Karnataka,29,Other Causes,Male,480.0,Medium,Psychological,2010s,25-44
4481,2019,Karnataka,29,Other Causes,Transgender,0.0,Low,Psychological,2010s,25-44
4482,2019,Karnataka,29,"Physical Abuse (Rape, Etc.)",Female,2.0,Low,Crime,2010s,18-29
4483,2019,Karnataka,29,"Physical Abuse (Rape, Etc.)",Male,12.0,Low,Crime,2010s,18-29
4484,2019,Karnataka,29,"Physical Abuse (Rape, Etc.)",Transgender,0.0,Low,Crime,2010s,18-29
4485,2019,Karnataka,29,Poverty,Female,6.0,Low,Financial,2010s,45-59
4486,2019,Karnataka,29,Poverty,Male,51.0,Low,Financial,2010s,45-59
4487,2019,Karnataka,29,Poverty,Transgender,0.0,Low,Financial,2010s,45-59
4488,2019,Karnataka,29,Professional/Career Problem,Female,31.0,Low,Financial,2010s,25-44
4489,2019,Karnataka,29,Professional/Career Problem,Male,165.0,Medium,Financial,2010s,25-44
4490,2019,Karnataka,29,Professional/Career Problem,Transgender,0.0,Low,Financial,2010s,25-44
4491,2019,Karnataka,29,Property Dispute,Female,16.0,Low,Financial,2010s,45-59
4492,2019,Karnataka,29,Property Dispute,Male,109.0,Medium,Financial,2010s,45-59
4493,2019,Karnataka,29,Property Dispute,Transgender,0.0,Low,Financial,2010s,45-59
4494,2019,Karnataka,29,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Female,10.0,Low,Social,2010s,25-44
4495,2019,Karnataka,29,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Male,30.0,Low,Social,2010s,25-44
4496,2019,Karnataka,29,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Transgender,0.0,Low,Social,2010s,25-44
4497,2019,Karnataka,29,Unemployment,Female,64.0,Low,Financial,2010s,25-44
4498,2019,Karnataka,29,Unemployment,Male,489.0,Medium,Financial,2010s,25-44
4499,2019,Karnataka,29,Unemployment,Transgender,0.0,Low,Financial,2010s,25-44
4500,2019,Kerala,32,Bankruptcy Or Indebtedness,Female,38.0,Low,Financial,2010s,45-59
4501,2019,Kerala,32,Bankruptcy Or Indebtedness,Male,221.0,Medium,Financial,2010s,45-59
4502,2019,Kerala,32,Bankruptcy Or Indebtedness,Transgender,0.0,Low,Financial,2010s,45-59
4503,2019,Kerala,32,Causes Not Known,Female,71.0,Low,Psychological,2010s,25-44
4504,2019,Kerala,32,Causes Not Known,Male,311.0,Medium,Psychological,2010s,25-44
4505,2019,Kerala,32,Causes Not Known,Transgender,0.0,Low,Psychological,2010s,25-44
4506,2019,Kerala,32,Death Of Dear Person,Female,40.0,Low,Social,2010s,45-59
4507,2019,Kerala,32,Death Of Dear Person,Male,96.0,Low,Social,2010s,45-59
4508,2019,Kerala,32,Death Of Dear Person,Transgender,0.0,Low,Social,2010s,45-59
4509,2019,Kerala,32,Drug Abuse/Alcoholic Addiction,Female,0.0,Low,Health,2010s,18-29
4510,2019,Kerala,32,Drug Abuse/Alcoholic Addiction,Male,792.0,High,Health,2010s,18-29
4511,2019,Kerala,32,Drug Abuse/Alcoholic Addiction,Transgender,0.0,Low,Health,2010s,18-29
4512,2019,Kerala,32,Failure In Examination,Female,33.0,Low,Educational,2010s,15-24
4513,2019,Kerala,32,Failure In Examination,Male,41.0,Low,Educational,2010s,15-24
4514,2019,Kerala,32,Failure In Examination,Transgender,0.0,Low,Educational,2010s,15-24
4515,2019,Kerala,32,Fall In Social Reputation,Female,22.0,Low,Social,2010s,18-29
4516,2019,Kerala,32,Fall In Social Reputation,Male,64.0,Low,Social,2010s,18-29
4517,2019,Kerala,32,Fall In Social Reputation,Transgender,0.0,Low,Social,2010s,18-29
4518,2019,Kerala,32,Family Problems,Female,863.0,High,Social,2010s,25-44
4519,2019,Kerala,32,Family Problems,Male,2792.0,High,Social,2010s,25-44
4520,2019,Kerala,32,Family Problems,Transgender,0.0,Low,Social,2010s,25-44
4521,2019,Kerala,32,Ideological Causes/Hero Worshipping,Female,2.0,Low,Psychological,2010s,18-29
4522,2019,Kerala,32,Ideological Causes/Hero Worshipping,Male,1.0,Low,Psychological,2010s,18-29
4523,2019,Kerala,32,Ideological Causes/Hero Worshipping,Transgender,0.0,Low,Psychological,2010s,18-29
4524,2019,Kerala,32,Illegitimate Pregnancy (Other Than Extra Marital Affairs),Female,1.0,Low,Relationship,2010s,18-29
4525,2019,Kerala,32,Illegitimate Pregnancy (Other Than Extra Marital Affairs),Male,0.0,Low,Relationship,2010s,18-29
4526,2019,Kerala,32,Illegitimate Pregnancy (Other Than Extra Marital Affairs),Transgender,0.0,Low,Relationship,2010s,18-29
4527,2019,Kerala,32,Illness (Aids/Std),Female,1.0,Low,Health,2010s,60+
4528,2019,Kerala,32,Illness (Aids/Std),Male,3.0,Low,Health,2010s,60+
4529,2019,Kerala,32,Illness (Aids/Std),Transgender,0.0,Low,Health,2010s,60+
4530,2019,Kerala,32,Illness (Cancer),Female,71.0,Low,Health,2010s,60+
4531,2019,Kerala,32,Illness (Cancer),Male,139.0,Medium,Health,2010s,60+
4532,2019,Kerala,32,Illness (Cancer),Transgender,0.0,Low,Health,2010s,60+
4533,2019,Kerala,32,Illness (Insanity/Mental Illness),Female,258.0,Medium,Mental Health,2010s,60+
4534,2019,Kerala,32,Illness (Insanity/Mental Illness),Male,716.0,High,Mental Health,2010s,60+
4535,2019,Kerala,32,Illness (Insanity/Mental Illness),Transgender,0.0,Low,Mental Health,2010s,60+
4536,2019,Kerala,32,Illness (Other Prolonged Illness),Female,165.0,Medium,Health,2010s,60+
